hash,lines,files,num_test_files,commit_size
7c309bcab781615c83ab7a02a61f5f181feaf51c,209,3,0,212
936bf02296cebab85b80cb1b4da64999a4c4cc53,3255,26,4,3281
729e5d71b0f670e7268db0f3435e6c0d1b87418e,222,2,2,224
cb85d55e6864976ee3f78db46654c8e18e14ba9b,419,14,1,433
0a7bca717b87d3a9c28cf9a45c19573999afca77,590,16,1,606
056776dd0ad5f30db268575978cd5a6ebd78bf4a,61,3,0,64
21725e6b91d4ff2c6b623607b0a5b4620d45cb4c,23,1,0,24
f1572fe4280739e3e752c0d3a7a3388a6b155212,517,9,0,526
e1b21699367e45c319d9438684108b8c587ca87c,13,2,0,15
865f7c6710f895a50ce2bbbe5c6d881b62eb63e1,9,2,0,11
d3a931db27baaf50198e6f5a717de163c99110ce,42,2,0,44
6f1ffd83a586ffb8e06ec65de37cd3ceeef6c3ed,50,2,0,52
385a85c82ed4759f92cbec871fe0decb3306e45d,70,3,0,73
5cdd40945d38e3d5b51667d31b014f5d10f56bd7,98,1,0,99
8e60491d59709d8f0d1d2a01597888b38c66391a,70,3,0,73
416bd9be521c2ecc142e9124eb77ca6472cc2277,347,15,4,362
98c5ea2aa27b645032a3c49bbe3295dfe2508842,1,1,0,2
48733f582be8ada68c6feb80992825730d8c1b99,21,4,0,25
64e08090b91cbd4c5b393b28632547a84623434f,3,1,0,4
7a6ca6aaec1cbf57cdc982f11dc8c22339e6b891,92,1,0,93
089659a6dfcf6276776e204a1478f957ff58d96b,2,1,0,3
2188f292a931059b613c4f3c403ca10da44c73d3,48,1,0,49
d2611947e6e18ea6bf0ee60f361253550b45ff2f,26,3,0,29
059e50c96898a40fedf70eef30eb34f4d58c5324,138,1,0,139
d6be10fd9e23f2fc4cb3a33f56c6fa415da6299b,15,1,0,16
f9730ffbc998e0af85f682f82382d50b5722fa97,27,1,0,28
b1c81dcd40513eb587c17fab2df900e9468fa8e9,2,1,0,3
774486012d4c8669a3bb2a3f8d7e73e4ed704d5a,2,1,0,3
4c69da96cb7e60ad9284d61e54614fdafa8cd095,6,1,0,7
85f7001223a299c994d8266faa7a1bc36921e759,1,1,0,2
2346b0fe8749dd9b678278323692cb67821324d5,6,1,0,7
5a6b3aebea9dc0b9f9b4aa90c45b012c58cf8d95,251,7,2,258
4b9e51137401e0b60753e00e4171896ee5c7f2a4,127,4,0,131
ecf46ba68208304e79899f170ae4e7918e225014,28,1,0,29
c9584a333fd2a06b08f6655b1da2c17b216dc4da,502,5,1,507
b27098ad28af6d9c66d747552149d690e3164b15,57,2,1,59
9907cb72b9d021ae72ae8ead3609ce0ed059cbbc,140,2,1,142
5df69c3b26423f44b0e253735a04191543cd20b3,27,1,0,28
faefffdd2857a2f494a121d1b78f2083ed33f098,80,2,1,82
6984e90ee0f7a9ef1d8e0bbe648553bfeebe8ba0,20,2,1,22
5ce06ce766c8a74cebedb8a9818401bf2066b064,96,2,1,98
970405cb23500f35bd395e1aa7635b1dc32ed025,119,5,0,124
818345f17d19fe00ad877f6112c5410a5c2f01dd,30,1,0,31
4d358dd6857c7e99c69dd195e2d64ed3f52be01c,162,3,0,165
40df03ab0c7268dd66e8230e699650e5e0defcd2,184,2,0,186
817d07e62a16ed88dd5661a2ab1ebbda0b169db5,15,1,0,16
f783b2ea565d014275afd9a2dfb627712ca1f044,4,1,0,5
217efcb2858f4ffb6d2fbd57bbcd6d0ef61c3826,189,2,0,191
bed2772a5508439313a46ea1cc99eab49dbf6d8f,106,1,0,107
9d583066da5b3d32a49a19e582c97b3bf728e64c,20,2,0,22
7df795145c78f4ed21778da39dea165629cddb97,4,1,0,5
2da830906b18f9f322fc62f838595172c1daac23,264,10,1,274
15b6434e93ed5d60744a08ff4699257f1a741211,18,3,0,21
2c61853e00a403060d791d40504960740a27e603,83,2,0,85
2d15960225a3b0f8c8587ce30aaccfb3b2dff986,55,4,0,59
63af9c4388657c39b24ddbd330c81a2807af07fe,5,1,0,6
8069ad294fa1a0c0df86f3bef5ed9c758049834b,69,1,0,70
352c3a78dcab1e2ce8766d3ad07b10a0bdebec49,386,1,0,387
ae5ab4065e366d83c520043190d7968c2d463f45,4,2,0,6
16f9ed875d48b206d84e3fe2c29e418d7b410799,167,2,1,169
268d011c8b039a8ffafe6f4ab447657b63fdebcf,182,2,1,184
401dfb0a0dd9e6fa7617af2167b756f01a8b6d74,38,1,0,39
0b1517fca235ef8bcd494bfa363cee98429ac4c3,131,3,0,134
d5a841ab8b7a1b3db14c7b08bb41e4d2906f5ad9,2,1,0,3
7d725bf69af473e6b589e08ee30a33b75f40021d,141,5,0,146
8ed6e236e055db07ae09139b0110fcaf30a81a6b,228,4,0,232
5daa8145c8f313f7102be0ff96c00a98ca8a421e,171,1,0,172
91f3bd08f4bb65d7c1eadc0f3beac5c026a76588,46,1,0,47
bdac272fbe110ba920762a57f78fc4ddc394689b,6,1,0,7
8220705fde0168f1cffc09943a3eacba53cffe22,4,1,0,5
554adaa6035a53ee21ba024ba7c33c323b675f4b,486,2,0,488
72f7fbbdee476f8bdbd874d50a8bdab843d56f6c,125,1,0,126
a7e0502a5d61f0d75643cc294a922d5166ec4954,153,1,0,154
0d7d7ae6dfbd050e91f4119f1c5a4079425fa5a7,65,1,0,66
4054df59670d4fafb09d997a11ac44ad5dd44c73,40,5,1,45
3dbf48162d2fd3f3a5580a690ff6aeb838dc65c3,289,2,1,291
e74445630a4b81a2c62f5622f28319fbd7ddb9c1,23,2,1,25
23a64f2ff1d2261eef3273e0bc588f116eda6a8d,73,1,0,74
aa6298d5dfa72d59c380882c6bf467dadf36bc7d,46,1,1,47
2b5eeb501a1c7c38168961b5d96cea5246b9d878,1459,7,1,1466
7fa66433e66baba2391372cdd426a0aead261127,85,3,1,88
f774b88ed074d6b12b9b7da837d99d4071e8645d,13,2,1,15
e1235c8a3dc655a7e69157b5cc076c3d6a91c692,2,1,0,3
fa8df675d8a5d9f0dfa6070ac84f3badd531a997,4,1,0,5
445882942bd3fab734cb086516a90e024740d914,7,1,0,8
79d3229382318837cba05fc4e2c6cd77b2f8526d,39,2,1,41
a4af4682caa745549a7c48f89a331e3cb90a2cfa,25,1,1,26
a218ae8de5f6f38020193b93b9dfce29b6632e19,41,3,1,44
c6b94567e9b4baabd55832d6716ed7cdc75eb020,11,1,0,12
b9ffc7c108bf3f023d4e024d00fff04f47c27af2,8,6,0,14
301239d14a142b8d559989abc52c6a27f610ff4d,15,1,0,16
20712dc45265f66cb6942548c7a54f017e980d79,93,8,0,101
abd3212251dc26b8249d40953fc1aa9ed6e13c29,47,3,0,50
68125e0ca643dc88d7eec17b4e5531381ed0b83a,68,1,0,69
231ab1aff27db19ebe17ffc8f26569c252ca0806,65,2,0,67
54230ba7aa830404f24557b095fb12be4f46cae2,7,1,0,8
b27ea4f214b785b8ed28ff99b89fd27a2920554f,146,1,0,147
b98c3e97c77280f39b015b009b50a71c46e541dd,169,7,0,176
5c7bebe4920f8b7983116d6d44397ea74bbf1a76,287,6,0,293
60ebe09bb6936077ce05908d354138721f1be4df,125,5,2,130
8a9664d026d174bac48c1b013a80e1b548607cc0,135,1,0,136
1201459bb9aa22a3868744e6b8d56ef17401b45d,43,1,0,44
0a25822def3a86765b8aa372874b8a684b534a5b,4,1,0,5
ea5ee5faf9e1c7601f5e157a70bfaa73a2d33cdf,212,6,1,218
50430351007ac683d9651e34e8edb41c9c89de47,131,4,0,135
a0e197cb8d6464d23946c3c874d0cc741d166a2f,2,1,0,3
bab3e584d45f5c00225199e5b46e0dabc3a4a8a5,39,1,0,40
8f38df3fcccffbd0f28dae724dfd3b9ff72b10e1,157,1,0,158
7f34604a28eb20d1190163a67e045b069d339473,13,2,0,15
13e5418d2c4f5a7428dadcaafe14f2715398e72f,8,2,0,10
e21a1a8fa255b7ef42cca1b161fdf958e2d83b6a,126,7,3,133
86f0868970e7c26e4968a7a0d06468dcd3186165,61,2,0,63
f24f5d869625098f22582ee611b0755adc8fb070,144,5,1,149
645a012ac9018f4c2489ac15a33ccd34f2ff4423,458,5,0,463
d44713b27acfe1e2fdf0837abc13b8c3fcf162b4,22,2,0,24
4dad02b525e606d2d92741661f5ee88a887879eb,109,4,0,113
d9e94d717295f32cc27f7b674ea4d39bfd1b1c1c,11,3,0,14
d1c0c0fc915f1b7ee114c588ac286176b9b7e56b,221,1,0,222
c556dd5b3bb8f1eb320eb6584b897ffbf8a37bbd,70,4,1,74
6f9b53799f8cb5f6dd0c877fa76d3bdcfffc8962,341,1,0,342
156ec45ce17c05f2a8d7c592127a0925439179e7,1,1,0,2
5a64945f177ff102b107e289e81bb59520d807cc,94,5,1,99
cfae07a06393c5a8981c41425d4f7bfafbd3e611,106,8,0,114
1eef2979fa3a25bcaeb464ba7dd879580128fb3c,3,1,0,4
9f482fc6efb482f87f0ca5270fa502a2dbe8e6b1,534,2,0,536
923c8b18e21a7f68bdb0031e81cd7a9d4a27319e,11,2,0,13
eb53519fde35bdd5a2c1602d98123a5591963caf,47,2,0,49
fe7c851fe40bd1613572eca8cb9915ad8607344b,6,1,0,7
5a50352953fa22dbea1ac143d9cbe45fc938d4b4,34,3,0,37
595f0dafcf9d402928dd380ab5cca6df64c5ffb5,9,2,0,11
57fab67c607e2bec0b9b5d3d32c019be545b04db,4,1,0,5
30bc82d204892046be0be2b38be54236054d36a4,18,2,0,20
b76a129d3e6348eda5d86feedde642b6aa537b30,123,1,0,124
bb3c6d7152d4bc04eb93bc6d1ea71ff1c9ef44a3,2,1,0,3
e79ea9297db2cd387c5f7a97cec00610e072cbd6,54,1,0,55
683a07b36c94c5f483cd4a70f358626456512a2d,10,1,0,11
abb9c20e7f9abde7992005b44d0a85ad83de3f13,193,4,0,197
20655d5451b2c9e5e755cf139c282bcc45d05374,244,23,8,267
54db7ec80fb5378b18fdd65b4e1f8272a4eeddb9,157,2,0,159
6c5d18d228dee9ea866a57aa2e171023631157ef,464,2,0,466
c9a3e95a80b6a4c445d215b4b0802693ce1f9476,51,1,0,52
fe0c2c553d3d7a93535eb9f16b4a8b792a09643c,186,1,0,187
74e2c1cab1c1e66717515f70492acdcef116f25f,94,1,0,95
11e6fb0a7d54ab18232fd7fad113d4dcfd73f9e4,24,1,0,25
121b63dd7d76bf2962f5979ed8e6c7b6ff006fc1,9,1,0,10
99fa99f4639b100832b2fe389e94dc16bd9f9d0f,46,1,0,47
84ee00a718aff9e742f014e4d2d04746a54c7ff5,10,1,0,11
f1a49bfe10945d799a15113a85479e27ae2a775f,29,1,0,30
6137614ad032da3c2276c653984b4d1f2d1be9e2,6,1,0,7
4c903e42d93670cd71374ef5f2250b6560825e52,38,1,0,39
1489878907ae14c3993eff8d8aeca6e0f4276b74,56,1,0,57
437496f247c017863fa4180c280779dd90ac5b6d,92,1,0,93
29b3b95209a17d9dd899f39834b7b0effca1794d,20,1,0,21
16b3e591609a16f4abd76bd7d520a11d27adf64f,20,1,0,21
31d7b4a22be1d1b6e1f3f1718ac8a6e192c8f9fe,29,1,0,30
ed4e412d059885c80fb22178539217bbfd2018a9,29,1,0,30
1936e9531c7cefa48a7ce7ef079b6176627e4c66,22,1,0,23
da2de85f5c6c663b3d12633fd7ac78db7cdd52f2,166,7,0,173
eb6ae648b7d5b710d5d9440528c43b8ffd61aef7,43,3,0,46
531f862f9724e4a2864db9201ff7016101bc18a0,29,2,0,31
b74b9f8cbbce047e2ac403489d22fe209503ef30,153,9,0,162
d401dea5e2b3dff25ff2da6db9aadc618547c081,1,1,0,2
8181da583e400830435b5e8636ac6751a5ceda47,318,16,0,334
4c36d17df6285230d276cc701081540f13e275ab,110,5,0,115
d13685f2530043c3d04aad42dbfb1b21f53f2741,29,1,0,30
a242623ccb5643c652de4be84b1254856a1ece2d,67,4,0,71
8df8b5979ab6ee1b34b6beee0b57369b6c801e59,22,4,1,26
f93a260bedb7801007531d10e936ac8137f5b320,10,4,1,14
58d92d75e779addcab02b25603579849a66e019c,8,1,0,9
163a0588d7de03146680754d631811fd903a1338,4,1,0,5
2bf1aaf1b86abee3c874e13e7327260db6d6766e,8,1,0,9
010723d716ef965d10f15bb59b410d7c4dfcece8,111,5,0,116
972ccd33c291118f6a99c1696c96bdd41b8d1ab5,4,1,0,5
8bfdc8dd5c10a5e27d51ff2f036705b09012799e,2,1,0,3
ed531179f38fd487f2724b5d6536138cd7eb303e,7,2,0,9
50f50a1be3182db84d8612b972c5d87234112ef2,7,1,0,8
6a4e3b81923919a00f629e5353e4a52de693266a,1,1,0,2
d200f8b242e25e8f7d746ce12792e05ec367f047,7,1,0,8
91d7b5827b7801e3c996fbccd41896c68875de71,79,5,0,84
14b0b8f6938c48cd33c81cb512ec9f7d371a7a23,16,2,0,18
c2eb6eee0c4d8f4e65d00f2c1eca70fe3070ce86,2,1,0,3
bd85ae21c4d6fb698733d8b41f8ba8e49238f44f,32,3,1,35
4f598b73be11760b26671dc227fb366a606f4201,1,1,0,2
b762ce99b2ff8f0b77cb6a106b5dff7e8c3d058a,9,1,0,10
370353c9a027cf2002f4980246adf85bc1c37944,6,1,0,7
ba02062da4218b289eb617b97539b6f3d14aca6c,41,1,0,42
4f70b618007a2e11f6f308fe44e36935b627fb3e,13,1,0,14
821a6197b8a1e790a0335f2ab9ae9095ff26122b,59,10,2,69
82d2a20aef54ada94eee06a4daadab3ad4c32cc7,354,9,2,363
a3cb0d1f1efb8f6bf2eac19eac3181ea0c4ca50e,161,2,0,163
8ed699fa15b73f5d99040a80a4a9b4ed324fefdc,1,1,0,2
8b5bc2d55d4ab9e3f3f8980d5c779a2ffa4c38da,60,2,0,62
38ec3eae204c0b364576f418e9e188b02d474982,20,4,0,24
1b47658754b85637b09412188fce970f9751904c,135,6,1,141
9f71f8639d4285b1c99314ac2eb1d90111115f68,1,1,0,2
f51026343ed925489ad455600d37eb8c7d12ef3a,45,3,0,48
15659d1583ecac4d21862f780d9cbf6db8342f71,160,1,0,161
271f18d74f33c74a657cacb5ed329d7b2e1d97fa,37421,73,0,37494
2c721dce0f3c3522127fe7092e0123f600933718,47,6,0,53
725f22f39b99abdfbbaba2ea329975ca6fa733f4,22,4,0,26
ace7ce379cf2829db53a2c64f4e18fed57426d51,24,3,0,27
7929355fea78cd7dbf7f10bac892e5521a2f4a8a,2,1,0,3
10f9ea99a344a81ed7678af097d88530070ec224,9,1,0,10
5c56befc3404fd72302ea1ca0a01fb336992b264,8,1,0,9
97c44e8870ad01b7d409ef866c8edbb8e8c2f01a,44,3,0,47
72a960a1fa22dc37810df1a1d0e35767171e720e,2,1,0,3
fd3075d7de8370be5989fef16c1ef0ad108d8543,4,2,0,6
fdaad1abd640a514d5b74e69f57a4b305a9114f9,20,1,0,21
92e092453c32171d2f0ac0a63156cf9d12a360af,25,1,0,26
4fd3fc55bed1623ef802b6df08bf378c3cb8164b,93,3,0,96
cde83e7d6955b6595a76f570a7b63310da0115c3,30,1,0,31
f6df0cf2992dd11355918dbd114e814b93ca845e,2,1,0,3
7c5f601ceb20511cdaa9336b61cf1405a7b5acbf,10,1,0,11
7146ff964a3c1c531b300c005e45512c27323226,188,3,0,191
e8693aaf9d722870847f004265ecd7cd9d5ad927,8,1,0,9
5b22a22429ccf6b993cc59642b05e484a6e70563,20,3,0,23
e50861282aa98a0b232f4cd5d9de3e26156477ff,123,2,0,125
d5cfc95ef334a269e89e2390cc625e323ce3819b,7,1,0,8
45d568675249b57255487dc017c197e076dfce3b,1,1,0,2
706208ef2f8cdaabe84b6c4c0266dd9f5e57e11f,10,4,0,14
e080bd32e63d893d9bc1c55f251a31d50fe383b8,2,1,0,3
6d16d4b44458e92dcfba181dedbe9c608cf07078,23,1,0,24
09e39383b125f5c4677e417c83bacf7e12640c0e,43,3,0,46
82d0e5576036c6122dd6629dfa10b26fc0e430e3,14,2,0,16
02e2454619e14c9b46b558199f6b1ce2dcf7f66c,1,1,0,2
0aac89128cb4100efb6376decb5616cf6f1ce121,10,1,0,11
6ec7c2b99b2d5aea396f9529a50d56a9ff7269bd,548,11,0,559
17e5907d956d0d2e099c1b2d9bbd390fc306a111,505,2,0,507
e67ce33b15fe79bc2ab86ab0d27c3696a693cbcb,19,2,0,21
bba5650f424271c1521bfa197c00349030fa5054,9,1,0,10
765b65c4f0427f17d53f4c4884c878b5fc7bedd6,224,2,0,226
58ebb677ec7a5672340d3df0f1079f6e120be542,2,1,0,3
b64862c88d148ec2a9aabd59d8b3dbc4f9702a96,364,4,0,368
78757cae7c245977f2c6a949e08e980699308ed3,23,3,0,26
3aee99859bb1850b1b2d9f8b81da3fce0b36241c,23,3,0,26
230347b92c9931cf6229d986564e479b8b53e43c,397,6,0,403
cff2b4ddb903f1087eea7ce14b7ebdb77efe72f2,113,5,0,118
5d0137f9e59152fa9b97164ce89d2cd73fc0e29a,56,2,0,58
32f0c84f17d3f0c83f533253313fb8528f9e9458,16,2,0,18
53fb9d65a2a3037ce27cda8621593142ccf4f54d,112,1,0,113
44436a200f8700839543290d0e9a1017ca2cf37b,4,6,0,10
9bccfb72f8ca625dcf8a47bbdad8f8ee267a496d,7,1,0,8
d1fe68e008811fb0f3376dc21bac1341af66fb3a,107,2,0,109
6c3157ac4dcb97ec27fd3e631f78a01d2c0f25ef,2,1,0,3
53ed5183a6c4671e67a8b808047dea476771beae,70,2,0,72
e1131e767e2af26d3394b4881f9cdc9c7a16a39f,2,1,0,3
cd96652c1e7f833be4e7584c7f44821dc3db172d,13,1,0,14
e2dc0ed0aa73f6f2297230c49c0a5a752200668d,10,1,0,11
5c9c8809fc698b444e795df64d51d72df4f57f16,14,3,0,17
618e64698e16478fca9eb94b3d66e82ccadf1972,193,2,0,195
d7ac54916657997ca0116797e9d8eeafac6e9e3a,1129,15,2,1144
d3275b6e537171e7fa8b46392ba7163d3265639c,22,3,0,25
7a30f2d3a3f2d9686c1b30c7375ec5abbfdf821c,10,2,0,12
59851d5466f5d1c53d212e6c98f6fcc223a77477,593,8,1,601
33f63710d73d509858f9e723aa926da150fc1fe2,6,1,0,7
6181828fb687b8ee0e5e07b9461e036339af64fc,512,26,1,538
e2176611ac8cc2d91a68a00b226f9aa3126232f2,1213,26,0,1239
ce50d18c52ca0b43df116f3f41097f705a9549e3,2,1,0,3
41a52fb185c13836deb6c3c43b7c0679d94298a0,6,1,0,7
2af1b4b71441fd7aca2e8eda706eb947e6d32e5a,131,4,2,135
5ee363f8ce9aebab0f2a50d1b82f6ac5cb462b35,80,2,1,82
d4374e5a67ab998b5909bbe88740fd717f1d39d5,119,1,1,120
538b0df118d3265592689300bf070b729226d489,40,2,1,42
aa55c95268cee44ff4c5a822f477c1d4e378d862,191,5,3,196
e4a63acc4f60cae0eb568618f85f5a9dfb218336,186,2,1,188
818bea3fadcfc068d73f63712b730d8c4d317b2c,134,1,1,135
da14631ac54dfb2644f68ed80948a9ada1de999d,65,1,1,66
9769c1b1bb6480a9207402ae04dada7ad3d0787f,26,1,1,27
ce3aed515c34f4e7a7c29fb28873479a1231f16d,41,2,1,43
a50fc44c9679af7db71a4aaec9861694572aa47b,35,3,1,38
329a246b4da9d90f7a6cfcc16107b0923c21ec64,70,2,0,72
86f1831942ec4ca4c746c138d5e95782ddbe815c,22,3,1,25
fa3a12bfb5080f3bb7a446852000c6e79e24efb7,1122,22,0,1144
69f5fb5162fb93ca52de2ceeef7c958bcd066814,133,1,0,134
0bf21187bbb80893fd594204577c87b0bdbf622e,4,2,0,6
78ad70ae0893d246d75e225b18f906bdd9af2a70,16,2,0,18
25e42ca04db68cb9f3e27b4d8d3c77e1d22ef939,566,9,1,575
33d5ed13524675de25a9fda0e28aceb595a8f51a,2,1,0,3
8368f1685d93608b8ccc55c210c25f61ecfa52a6,318,2,0,320
fdd2de2243aedc423118c9538547ab9b6a0d0de8,54,1,0,55
009bb9a5b5cf81d6208613bfc604812cbb0ec2da,74,2,0,76
776c2a937faafbd320d58c6da454bce072b448c7,50,4,0,54
4b84d01927892e9a313c60e89eb80e57cb7f60fe,28,1,0,29
71b6fddd12faa2c021c3267b62de3c80a60cec84,162,3,0,165
ea15f22335cbcb930237ffff59d729a3c6ed3659,77,8,1,85
13b73fefb5f0ca2b81a11c16a82084984ad2d1e4,18,1,0,19
4c90e3eac191f67eaf3d715acb1b843d01925b57,47,1,0,48
6374919b997a34ecdd84da96289ec1660a2862ce,241,5,1,246
eea1db814b817c0814ad5670211f9c8345825e48,8,1,0,9
354cf6457550f86cee985437132061cfca132d98,142,6,0,148
49935ebe028ed053acb898e4fca258963988fb6f,52,3,0,55
72af3783c797ef5073aa5309d81fc8e06209b0d8,20,1,0,21
10fd0c4b7c504ab5b62b5c8243fa13aa7919d4cb,94,4,0,98
90eeed0bbb741c7692a49abe6c5136beb61c7492,145,6,0,151
c29750f3939d93bb2329595430edaadffef329b0,48,1,0,49
d129d0a146a86f0b686bf218bf8902a68d8af55e,451,3,0,454
48e51f883493c200d4a39a7e6abd6e2bd200cfd8,6,1,0,7
740e2e78f48df47368ad963c933c47b83791bd8f,920,22,2,942
369106ac197759b44c9abee33bd271c34df445d2,2192,14,3,2206
71389ec02f0190dde7a89c06bbd00cf383ce1d1b,356,5,0,361
d63744435a3bf8e8305ebee1a374e9ca2c84aab0,1915,1,0,1916
e98497ccf75deccf58e74989e05591b63cb5d84a,282,11,0,293
f873d2fe0ad2d2c1a8f749d318e25415077dd8dd,13,1,0,14
b9b48a68cdb62852180d0b4ccaf85ca6e045de08,1,1,0,2
92916e2479a7be6f93388db10a4fc95e13f2ee22,781,8,0,789
a86ae21cfcb53e13c212f9fc3c20873a3acdc5c5,188,10,1,198
62bd5bbc58d8851b765dea826cd513131cce7bae,233,6,0,239
cf731c07d3c058ee85e257b827e288b31e5a1f79,42,3,1,45
830479d28c118a5e3ecd67828eec470b0b78eea2,1199,12,0,1211
967371ff973604a7b5690667c5dc681219d3b8a0,5,2,0,7
ac3526c54fb25ad31596f14349dc4c6198fad37b,88,1,0,89
6bace801258b80cab5c9a0a295f1847dee89b1d1,5,2,0,7
a49c4338397cd526d9d03e60b0484383853365a9,67,1,0,68
4161e22d209e13a7570dee968ce31329897326e9,2,1,0,3
ec9206cc0f6066cb8fa0b76666111d0e079404b6,28,1,0,29
9e6789a414a8cfb862d186c6d8dad102fdb17e9d,770,19,3,789
391f307c9065982f402173d84bdc79bdcc40ed8f,3936,52,0,3988
4a119589d92c77cca9b406f15991c8f511cb6256,19,3,1,22
dd43a6b7f11344545d823705aa8ce14b60f4a5ff,9379,102,0,9481
e59c4413fc554177d693b187aa3ce895cdb961b5,57,2,1,59
eecf56c3e5e0151faf3108b2414ca2908984b421,2452,21,1,2473
4be4808277a6f116458935119f79777e845a49f8,9379,102,0,9481
22c2308baee195fed4b77629f36540194812d0a7,1799,14,0,1813
bfd6e45d0046b4aec777f3af49fbc98b06184ad7,1080,8,0,1088
fe3038145ce1a61983204c1803876e6f018dbf24,28,4,0,32
3a3c2955252584be0b09df0e523b3785cf8ad871,283,11,0,294
31dc4dd5453a2db0857073e5b09cd621a821c2e0,405,16,0,421
278705c51dd9febf36f74a1b7a777bdb1a7ec44c,2282,15,0,2297
8ba5aed3af5d466c2ab3c63dde4ebf90051c9f9e,45778,202,43,45980
3ce437431e4b29e4f74bde394f1886dd727638f5,2687,31,0,2718
917e7228772e8b0746f2ae500666ea9010990c18,1122,12,3,1134
45280d6d36c6405fccac8ef1111e5c3a7ec4b2e3,2473,23,3,2496
3830d2a3a474fbc943a24364dddd79830f592d0d,1,1,0,2
b1db004317b3cdc268ecc4cb83b68602a802d0b4,1740,17,0,1757
532a17c3cd8ed2809e706b19121d36ee14d57d90,12096,70,12,12166
88ed9fe742f4ba23557bcfcfca2ae20a57b28b5e,35091,181,9,35272
cb31bdf4ba8f12706e9d9a04a6db0d14f7e85a6f,35091,181,9,35272
0204ae13500e05d5cd1c25cc3caa7af36d5b92d8,16798,54,2,16852
bca53e7b9288c1d6084a0a2e8ac89a2d9bc031c3,2,1,0,3
a54328652997b63935dee23694889c822851725e,0,1,0,1
82f94a305e4bfee184f810359dd65faca9ac27d4,0,1,0,1
b831f1ba5daad8a5d4887170c7c823753c65361b,440,12,0,452
88710ec6d52976c280d31d051a87feb2427a0d2a,156,2,1,158
4f8a02869635bca1fb3848e8477955cbbfa3c709,306,14,13,320
0d8c7c3f54fbdbbefe29b72c30f9ea31d584a1dc,1,1,0,2
7f2be0273d8cf1274059da96332b8e472efc5bf1,15,1,0,16
d8d6706a384be31a57acba77c6067233ac64e358,968,14,1,982
7a9755484b2ff4e847e621fca83ec8b2d301b762,1419,7,0,1426
0a58d324b540b62b0b7eeef75ba10303d3ab6ab7,96,2,0,98
f1c2259d573745ac044b3ee93b743a4a29f2a52a,22,3,0,25
7b37cb0d6a2f7392b9782fc363e22901e7dc7c7b,185,6,0,191
f6884643e1219317f4347c41e887dd6cff955a6f,915,21,5,936
652d3c3474aadc8e0fd3a3e4c55494318e2d0aeb,283,8,1,291
00135672e3375f78600514aa70ed583f8dbb6422,413,28,19,441
7d966fecc6ee4b0d2ce326081986e783929e20fc,2267,21,0,2288
c2274eb1e80a90ec735298dd270e21ac33dc2b16,6,1,0,7
434a0972552d5d5c3467d0cc2e74821aeade82f1,1080,14,0,1094
95e0679339ab855479dbe6800ea231ab6e2d9598,4,1,0,5
405eb20802fc7fdb038f3c93ec88ab27000eb633,737,29,4,766
19c43112d411188bf788a50c44bdb1443565a02e,427,40,13,467
51d1dccf461de11b067dfbefc3f3f868833a51ac,4,2,0,6
836989e8b1063ae05392a253532a1ebd133b8936,107,1,0,108
0c57a118bf0efd46168c7e0e6e35dbf16753ab1e,176,12,0,188
8a52c33c8d28a6e5b36d23ae0f47676b1226396a,18,2,0,20
